uid	mid	time	foreward_count	comment_count	like_count	content
07fc721342df1a4c1992560b582992f8	5fefc2488f99aba5782baa43096b76dc	2014-11-04	0	7	2	[吐]@京东 的用户体验太差了....第一次在京东购物，买了几百的书....真是经历了网购的各种问题...1.货到了，没给发票。2.货到了，2本书，网上显示都发货了，包裹里只有1本，而且没发票...问店家，店家承认另外一本没货...店家让我确认收货才退钱...[思考]。3.没有货物清单...或者清单是一个废弃A4打的
07fc721342df1a4c1992560b582992f8	397d9abe2ebf9ba986fe5ab5a6139e11	2014-11-04	0	3	0	#我爱小米手机#因为小米手机4的屏幕太给力了，5英寸的高色彩饱和度夏普 / JDI屏幕，1920x1080全高清分辨率，玩游戏，看高清视频爽爆了。11月18日中午12点开放购买，仅售1999元，希望能买到1台。@小米手机 @卖仙剑的酒剑仙  @海先生V  ，分享免费预约地址http://t.cn/RPkmgBL
07fc721342df1a4c1992560b582992f8	a2ae3959e9aa21a47993506e2609a4ec	2014-11-08	0	0	0	[doge][喵喵]天猫真是牛....卖实验耗材的都跑天猫去开店了...
07fc721342df1a4c1992560b582992f8	fcc63a086522040a271ba6d1fb604734	2014-11-09	0	6	0	[doge]找工作╮(╯▽╰)╭……
07fc721342df1a4c1992560b582992f8	6ab0f93ab59cbdaf25f4a023642971a6	2014-11-11	0	5	1	[doge]成功抢了台米4电信~
07fc721342df1a4c1992560b582992f8	e0fc906adc95874d634897294c3eebfa	2014-11-13	0	0	0	#魔浪潮爆U5智能耳机#“关注@魔浪蓝牙耳机+转发本微博并@3位好友+#魔浪潮爆U5智能耳机#+免费体验的动人理由”即有机会获得免费体验资格，我已经参加了，你们快来呀！！ http://t.cn/R7BhYdI
07fc721342df1a4c1992560b582992f8	dfa0674fd2a0a7779a323c43b9d10e0c	2014-11-13	0	0	0	[可怜] 史上最难登的的网站：http://t.cn/R78fdMf
07fc721342df1a4c1992560b582992f8	fc3045a42098c03b03b56bd71c1580cb	2014-11-15	0	0	0	[打脸]前天确认报名。。。。今天卖独家内部资料的电话就来了。。。。
07fc721342df1a4c1992560b582992f8	95b2af15dc1913f024c4777587241746	2014-12-09	0	0	0	双十一后遗症....42码板鞋...全缺货...
63cd513528bba60bfde4178467df6987	86f2bc5bb1b65c38d27ad356dc707222	2014-07-01	0	0	0	【论坛源码推荐（6月30日）：iOS开源RSS新闻阅读器 可自动填充的文本框】 http://t.cn/RvuICAU  （分享自@无觅阅读）
63cd513528bba60bfde4178467df6987	8732dcd92c347f2e0d3bc18b5343b10e	2014-07-05	0	0	0	【Hadoop科普文——常见的45个问题解答】 http://t.cn/Rvrui7S  （分享自@无觅阅读）
63cd513528bba60bfde4178467df6987	5730d7d9547790788285fe9cc7bc27ed	2014-07-12	0	0	0	【MySQL索引原理及慢查询优化】 http://t.cn/RvsXH5D  （分享自@无觅阅读）
63cd513528bba60bfde4178467df6987	c38945241a04015af308c4994c4d51d1	2014-07-21	0	0	0	【网站用户访问速度监测分析项目(1)】 http://t.cn/RPLC0uY  （分享自@无觅阅读）
63cd513528bba60bfde4178467df6987	1e838beb0f0f07481b8eba52cbb78495	2014-07-21	0	0	0	【不同vlan间通信如何实现？】 http://t.cn/RPLOZ49  （分享自@无觅阅读）
63cd513528bba60bfde4178467df6987	6c4dc6c7243d266cd82b1582bc093ee5	2014-10-15	1	0	0	小伙伴们，快来围观！我已经升级为V6新版微博，简洁的界面带来更流畅的体验。准备好了吗？和我们一起发现新的世界吧！升级猛戳:http://t.cn/R7vgnNI http://t.cn/R7PW0Ng
63cd513528bba60bfde4178467df6987	0304c1839ad0792e8cd3335b0cc817ae	2014-10-15	0	0	0	我刚换了“情迷宝丽来”套装，好漂亮，你们都快来试试！ http://weibo.com/home?skinId=skin053
63cd513528bba60bfde4178467df6987	61f9a31660a2eba9a99d910a237a0beb	2014-11-25	0	0	1	5k 的iMac好像很不错
63cd513528bba60bfde4178467df6987	728903230cbbb6a11c894d90a30aaf2e	2014-11-26	0	2	0	今天遇到了两个奇葩
63cd513528bba60bfde4178467df6987	749da9b878f9eff9f737699899777b03	2014-12-09	0	0	0	没事，只是技术调整
958e7a64b03479aec299f6c4f266bf3f	9e88a7c039b3889bf5262fdc34aa6e34	2014-07-03	0	1	0	自己把脸都抓伤了，所以带上了手套… http://t.cn/Rv3EAY4
958e7a64b03479aec299f6c4f266bf3f	a999a1820cc3f560a86fbd33e3a251ff	2014-07-03	0	0	0	归乡 http://t.cn/Rv1ifkh
958e7a64b03479aec299f6c4f266bf3f	d614293f6b068c737faeddbf94195798	2014-07-05	0	0	0	觉觉的座驾 http://t.cn/RvrX4JV
958e7a64b03479aec299f6c4f266bf3f	ad5b5cb58e439e2b92a2cfbebb9205f7	2014-07-20	0	0	2	觉觉满月纪念 http://t.cn/RPAgpC8
958e7a64b03479aec299f6c4f266bf3f	a39f8245c4cfeaabd80220c97661e99a	2014-07-27	0	0	0	#vscocam http://t.cn/RP5Bl65
958e7a64b03479aec299f6c4f266bf3f	eeac7b3b61831d1df5becbb489fae1b8	2014-07-31	0	0	0	开始使用#亲宝宝#记录宝宝成长过程了。通过视频、照片、录音和文字记录宝宝的精彩瞬间并永久保存，与亲友私密分享。一款专为亲和宝宝打造的应用哦，快来试试吧>>> http://t.cn/zj45Die
958e7a64b03479aec299f6c4f266bf3f	783c3b3b13485960d5326a2fdc7873ba	2014-08-22	0	0	1	清风带来了猫饭和相声届泰斗…的照片… http://t.cn/RP3hroF
958e7a64b03479aec299f6c4f266bf3f	2fe19abb927509e4f788c87d07d6d5fe	2014-08-23	0	0	0	#vscocam brothers http://t.cn/RP15FGS
958e7a64b03479aec299f6c4f266bf3f	51433efe00735f1314d1123ab54f2bc5	2014-08-23	0	0	0	#vscocam 好基友，从小做起… http://t.cn/RP1ooou
958e7a64b03479aec299f6c4f266bf3f	5ebf0ebc3071c8180bdf48795c341a01	2014-08-25	0	0	0	#vscocam the most beautiful season in Beijing is coming http://t.cn/RPdvcmT
958e7a64b03479aec299f6c4f266bf3f	5421052018787a86b7d214c1530edaed	2014-08-28	0	0	0	#vscocam #flower http://t.cn/RhvWlyf
958e7a64b03479aec299f6c4f266bf3f	a32d41c20c7a18174ea2cf772d56ab16	2014-08-29	0	0	0	#vscocam corner http://t.cn/RhZPIur
958e7a64b03479aec299f6c4f266bf3f	b5b2f7968d2907229c8572ca0596c272	2014-09-02	0	0	0	#hyperlapse 云卷云舒 http://t.cn/RhL73ob
958e7a64b03479aec299f6c4f266bf3f	35244ed390cea12c8279f7fd07bb2147	2014-09-05	0	0	0	orange windmill http://t.cn/Rh4BsIx
958e7a64b03479aec299f6c4f266bf3f	61c2cdad1aaa4ff65a8dacdfdddb6bc9	2014-09-05	0	0	0	#vscocam rumble fish http://t.cn/RhbSfAo
958e7a64b03479aec299f6c4f266bf3f	e4ed36767f1673126a7b9357ab4d61d1	2014-09-15	0	0	0	#vscocam http://t.cn/RhirVNt
958e7a64b03479aec299f6c4f266bf3f	2b8d24bf6a07252def1e9298cb272f74	2014-09-15	0	0	0	#vscocam http://t.cn/RhirMVF
958e7a64b03479aec299f6c4f266bf3f	0673c766a58d32a23132c18eed13723b	2014-09-17	0	0	0	#vscocam loop http://t.cn/RhaF8kV
958e7a64b03479aec299f6c4f266bf3f	467187a391b1eef62eb159d537e70db3	2014-09-24	0	0	0	#vscocam http://t.cn/RhjwZz6
958e7a64b03479aec299f6c4f266bf3f	845b89e8b023892c51a1fed5b33f0692	2014-09-28	0	0	0	#vscocam perfect biger than biger http://t.cn/RhRQkNm
958e7a64b03479aec299f6c4f266bf3f	1e6ad6c19de33d51c01f630cc589e4af	2014-10-09	0	0	0	#vscocam Hell Peking http://t.cn/RhFmr6O
958e7a64b03479aec299f6c4f266bf3f	38bd7dbdb8c7d49e42898907e9785e88	2014-10-13	0	1	0	#vscocam 姥姥给做的手工帽子 http://t.cn/R7zwvsq
958e7a64b03479aec299f6c4f266bf3f	c1f45583ab01178c524826217ecc4646	2014-10-22	0	0	0	小伙伴们，快来围观！我已经升级为V6新版微博，简洁的界面带来更流畅的体验。准备好了吗？和我们一起发现新的世界吧！升级猛戳:http://t.cn/R7vgnNI http://t.cn/R7PWS7F
958e7a64b03479aec299f6c4f266bf3f	4ecc6cee7b624323670b7891d073f0bb	2014-10-24	0	3	0	#vscocam  http://t.cn/R7M9Tiu
958e7a64b03479aec299f6c4f266bf3f	3cfead153d3dd90b12c721b3eecf854c	2014-10-26	0	0	0	#vscocam http://t.cn/R76CfL2
958e7a64b03479aec299f6c4f266bf3f	fa82f14f43d55a5e683490aa02929a3e	2014-11-05	0	0	0	#vscocam 心好累，来意大利喂鸽子也不起作用… http://t.cn/R7QxVE5
958e7a64b03479aec299f6c4f266bf3f	da5a4c61098c5d9d9f1517ab394fbe6b	2014-11-09	0	0	0	#vscocam http://t.cn/R73GddO
958e7a64b03479aec299f6c4f266bf3f	78745d3401bee0753942626854d01caa	2014-11-14	1	0	0	我在 @知乎 回答了【为什么部分开发工程师不喜欢调节界面的 UI 细节？】：很多人的努力程度根本没到拼天赋的地步，同样很多产品也根本没到拼设计的地步。 http://t.cn/R7knBE5
958e7a64b03479aec299f6c4f266bf3f	92cbb754036b7e1d355499b91fef087e	2014-11-19	0	0	0	[Mind Fire] 目的、细节和大局观 http://t.cn/Rzz3dd2
958e7a64b03479aec299f6c4f266bf3f	1a5181bf3214a4b17d32d463c7871e27	2014-11-19	0	0	0	[Mind Fire] 目的、细节和大局观 http://t.cn/Rzz3dd2
958e7a64b03479aec299f6c4f266bf3f	4d035d70e057d9844b13424855b3bee3	2014-11-20	0	0	0	我听过这张专辑《1701》 -李志 ★★★：些许失落，配器和编曲如此丰富，却淡了情感… http://t.cn/R7e82k5
958e7a64b03479aec299f6c4f266bf3f	c2af5daa0fe2e1583b2feadbb9077bf5	2014-11-21	0	0	0	#VSCOcam http://t.cn/RzABCfL
958e7a64b03479aec299f6c4f266bf3f	ae06fb5a681d950f965e3e6294184fb9	2014-11-29	0	0	1	因为这些歌，特别想去这些地方走走…  分享糖伴西红柿的歌单《地点》http://t.cn/Rzf09lQ（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	735d5c7a36c8ea97dc06e37c1a8ecc2a	2014-11-30	0	0	0	用来提神醒脑… 分享糖伴西红柿的歌单《Punch》http://t.cn/RzMhqct（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	fd6fb3efaf771a77d5cb079c89fd4cd1	2014-12-01	0	0	0	#VSCOcam http://t.cn/RzMkv8J
958e7a64b03479aec299f6c4f266bf3f	f10ad2080280ce0f79584c487826b1af	2014-12-02	0	0	0	远方的朋友，欢迎你到泸沽湖来… 分享左小祖咒/朱婧的单曲《泸沽湖情歌》http://t.cn/RzJ8NdD（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	55417c4156254a04cdecfe3482c30b2b	2014-12-04	0	0	0	念天念地念知己… 分享二手玫瑰的单曲《仙儿》http://t.cn/RzS7IpA（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	dc70e888730cbd986dafeca90d293474	2014-12-04	0	0	0	#VSCOcam #loop http://t.cn/RzSxp3O
958e7a64b03479aec299f6c4f266bf3f	e5b8954047513f92da7b6397dcc765ac	2014-12-05	0	0	0	#VSCOcam Think different  http://t.cn/RzKyT5G
958e7a64b03479aec299f6c4f266bf3f	6e0b1f50e759a39bf5d1d3ecc61cedbd	2014-12-06	0	0	0	#VSCOcam #HHKB http://t.cn/Rz9536i
958e7a64b03479aec299f6c4f266bf3f	24f5e090646419dbfd2190f1626649b0	2014-12-07	0	0	0	#VSCOcam #fullmoon http://t.cn/RzNxOha
958e7a64b03479aec299f6c4f266bf3f	dec2f6f5d28fc80b434d25333a83ca68	2014-12-08	0	0	0	 分享张悬的单曲《玫瑰色的你》http://t.cn/Rz0yPWF（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	6561c698e1d68c17cbe2fa1fd2de6579	2014-12-09	0	0	0	 分享彭坦的单曲《灯塔》http://t.cn/RzOeYbr（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	4e961870dc119727810f8c88f13856dd	2014-12-10	0	0	0	「为了这次相聚，我连见面时的呼吸都曾反复练习」果然还是内心丰富的人才能唱出感觉… 分享李宗盛的单曲《漂洋过海来看你》http://t.cn/Rzl4GHo（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	59733d3bf410a1af4f0a476e0200e23b	2014-12-18	0	0	0	 分享逃跑计划的单曲《Is This Love》http://t.cn/Rz3awYh（来自@网易云音乐）
958e7a64b03479aec299f6c4f266bf3f	88d75ccf35a6bf5674656e5245c71e94	2014-12-19	0	0	0	#VSCOcam http://t.cn/Rz1pMnH
958e7a64b03479aec299f6c4f266bf3f	a1e25eef4b4ac139f64e7e3162ed7fce	2014-12-24	0	0	0	#VSCOcam http://t.cn/RzF17xI
958e7a64b03479aec299f6c4f266bf3f	dc5445ea7b8d26adc522d376e460fe97	2014-12-25	0	0	0	#VSCOcam 中央·地方 http://t.cn/RZvjCex
958e7a64b03479aec299f6c4f266bf3f	d6a76ef27fccbe84d27a771055d2f363	2014-12-26	0	0	0	#VSCOcam eagle kite http://t.cn/RZha1wg
958e7a64b03479aec299f6c4f266bf3f	9f9c4088f5dd8272334a360c056c26b2	2014-12-29	0	0	1	家常酸汤鱼 http://t.cn/RZAcinw
958e7a64b03479aec299f6c4f266bf3f	f206f5714c5e049b5e797f9678e559e3	2014-12-31	0	0	0	我听过这张专辑《愿爱无忧》 -痛仰 ★★★：「盛开」之后，再无痛仰… http://t.cn/RPNqtKm
a47362c10217a866d06d91ea4022a75e	244f1d1ef8affff00451140d43b4f958	2014-10-28	0	0	0	通过@微盘 下载了@CCL-2014 分享的"CCL2014_keynote-周志华.pdf"，推荐给大家！ http://t.cn/R7ooGXV
a47362c10217a866d06d91ea4022a75e	8b4207189d4767bb01da08ced9b3cc51	2014-11-27	0	0	0	感恩节，小快快也来撒会娇！66个红包任你抢，小伙伴的打车红包都被我承包了！有钱，就要撒娇，要的点这里http://t.cn/RztWCEJ
a47362c10217a866d06d91ea4022a75e	2835fbb3e11465b82ea3b4efcb5705fe	2014-12-02	0	0	0	普天同庆快的打车市场份额占6成！66个红包任你抢，所有人的打车红包都被我承包了！有钱，就是任性！要的点这里http://t.cn/RzilTFj
